vx,vy,mag,angle,tdx,tdy,success
1.1466144304397266,1.8538002456080094,2.179747692442622,58.26233759758412,-0.21934627662125195,-97.527007301719,0
8.312293036274218,-4.731562824159132,9.564617205087593,330.3503974967818,59.433568620567314,-56.51883425353632,1
-5.479457332199756,-7.169264705645742,9.023458819932376,232.60937940348293,-81.73961396326828,59.29653422605074,1
-1.2368052718176885,0.7976418656553204,1.4717064334445666,147.18117491043415,-63.49151500356025,57.19828282873877,1
-0.7246846715923708,-1.2853820051545115,1.4755930239791644,240.58615966290336,37.652219081456764,-53.702676795033085,1
0.6483923394119364,1.132114507907497,1.3046439686070364,60.19907594503088,64.8831850858297,-96.20518279738366,0
-0.6654213847353262,2.3041032151051364,2.398265465940104,106.10863429026077,68.58282041002053,55.819854981492284,1
-4.459897499423635,1.2885818814149754,4.642319352487089,163.88460104389884,-32.86999449976895,-45.91737038919861,1
4.591729262721089,2.037481367038893,5.023475683544197,23.928227949378893,-42.75354673939773,91.53912160172769,0
0.17749782111550996,1.1604492651362208,1.1739454729483598,81.30366029688794,-91.99493818939277,52.656073915426845,1
-1.2181350216243358,-1.281690504452046,1.7682147720540797,226.45637229887393,-4.778860057857614,-53.70454318573632,1
-3.063422557828085,-0.5132180889765977,3.106115029206542,189.51049681603283,31.623434166564948,-78.33853314127222,0
1.170063602438129,-2.3751534833646657,2.64771654511766,296.2260800785726,11.81299165498595,-27.484642967230258,1
0.3608605259701543,-3.768844245261251,3.786080726059906,275.46930190240954,78.86368160033632,50.146090329975266,0
9.022315909547046,2.5712477688032584,9.381551015703186,15.906892550260746,-5.161293447617155,68.54116423057269,1
-1.7909507631343904,-1.774493027435551,2.5211763405975876,224.7355302300934,-52.865772414629,-76.90822637553715,1
6.398625510041507,-0.5592815362366859,6.423021427220152,355.00467122513646,-53.857158581203414,-94.84427019872341,0
-0.7368242887960004,2.5014433636779376,2.6077056839774166,106.41284628288534,89.51504109794527,78.28814969975042,1
-3.697690801119678,-0.8077897308278407,3.784896499234292,192.32311394528136,10.629206869580969,-88.84065565388362,1
4.922594223164762,-3.0503797611173837,5.791092347128445,328.21478214447814,37.28126423355695,19.111610483418644,1
-4.141339403524898,7.150932116354744,8.263565948662944,120.07653988221308,-74.66700580226559,-48.51804051389155,0
5.421807718055441,1.7561979737463314,5.699142940351318,17.94785099919558,29.310854926173675,29.99078594088823,1
4.504898284673381,8.659456241036244,9.761162376770235,62.51525159885103,-47.489376718174455,-65.86279671386022,0
2.509625581758684,-1.0616244784234832,2.724934328347299,337.07061431488916,61.35778724575306,79.03283466065434,1
-1.725089143912552,-5.790836953091525,6.042327794131603,253.41121659521028,-82.99697383228167,56.17195591135186,0
5.106623301377089,-6.707202130204693,8.429956225128919,307.2843453509953,91.90107436211906,66.50759211676396,1
-7.077921918790413,-1.4102390226389139,7.217045987761705,191.26831999601205,-24.25044487974084,33.43680635981593,1
7.441689747574867,0.6602596941035223,7.470922912386298,5.070258891777097,93.18860149394223,-31.940016322449978,1
-0.39884298864766093,1.2090406677953338,1.2731280634627393,108.25688830718683,-14.449781236852033,-74.63464574694225,0
0.4307601399616838,-1.3768001624967412,1.44261324880609,287.3733614832008,-16.988296492207795,-80.07509514249354,1
4.2597668450712565,8.710195143166,9.696035942920226,63.93881117501732,70.27172843873151,-40.57010850011149,0
0.37242808821032286,6.2161263147371,6.227273002017419,86.57132446280542,-45.20045176848582,51.409736856151994,1
6.0809140581232795,3.3894721451448038,6.961755324987646,29.13508448454722,52.82037743415424,-0.10620622235234123,1
-1.8855370042436521,-2.047637271995869,2.7835351968385114,227.3600296728905,-74.4345062790839,68.40437622658325,1
5.3749089450318595,-6.9540580919430965,8.789116571846272,307.70104226622675,69.51429366218406,71.03783203840405,0
-1.1767914554258487,-6.936835833018203,7.035945530190569,260.371789235512,-97.18103732221736,93.58931409812095,0
-4.605542985455819,-1.9717255063187442,5.009863038362347,203.1767401792505,-3.870527094543391,-24.800321661750814,1
5.0477516156228575,0.9392463796065459,5.13439189531021,10.540607758610703,31.063270514777827,23.67985850969498,1
6.269572702436174,-4.465960022300707,7.697554208443158,324.53685989753774,12.310905353809204,28.054740826365787,0
-9.160741593678631,0.4237009010544693,9.170534826263301,177.35185361379507,31.66547925523099,-89.71380390292387,0
-7.696608331848459,-2.5679294954073715,8.113694701383722,198.4509826707503,-41.62851468805766,14.544808300927187,1
8.507704053083595,-4.671499929218633,9.705871410828845,331.2292273277368,-29.855218889399126,-8.472378209487701,0
-0.14548563824725494,-8.774043896264384,8.775249988718869,269.0500447307091,45.24340105301994,-60.70827498778213,1
-1.9460091730296967,4.584213838472631,4.980157449153561,113.00133274391783,0.6151995928115497,-96.85272633755571,0
1.0166675496231066,2.382487265034646,2.5903394515987515,66.89083202157532,-61.87442261594713,-21.017450855534264,0
5.780003988385006,-0.7408762612845202,5.8272930027828105,352.6957022782978,-36.577291974324645,77.37502694701678,0
-3.1628626511465003,0.20490784338123452,3.169493236196698,176.29324073491327,25.75223360288608,-27.168113182639146,0
-1.3647968226659126,5.3375689513537505,5.509293301106281,104.3430067825333,-26.383404899982438,59.29599105931419,1
-2.588967092980825,2.5852368207270686,3.658715625432043,135.0413066093086,2.5333184474669395,-0.8825820405745048,0
0.2985134062307764,-5.893904513504337,5.901459198198891,272.89942873059545,-72.40352041741198,84.62504467256167,0
-2.557342189931064,1.3259378803927557,2.880644084065549,152.594038503297,-90.49218215769159,-33.82798434308924,1
-0.8954560074431851,2.1613078130060446,2.3394642386296614,112.50481946457343,-88.38184683022013,29.58928008840374,1
-5.284525428875816,-2.6784374684174073,5.924545238299508,206.87796183160577,-43.778738589629555,13.6603777049733,1
